Phase,Phi1,Phi,Phi2,KAM,Y,X
1,70.85631,124.27736,11.44068,0,0,0
1,75.76573,130.95604,45.8625,16.16575,1,0
1,84.13224,131.80305,47.74206,0,2,0
1,86.71237,133.25329,47.63492,1.51205,3,0
1,90.46581,135.23116,48.83407,1.813528,4,0
1,89.16565,134.62613,47.95528,0.551111,5,0
1,91.39087,135.89343,48.7494,1.08139,6,0
1,89.56874,135.14848,46.67147,0.8350927,7,0
1,90.25798,134.61287,47.44868,0.3905104,8,0
1,89.81134,134.00958,46.18954,0.5837681,9,0
1,89.55832,133.03546,45.93714,0.4971611,10,0
1,89.47599,134.174,46.92744,0.7739784,11,0
1,89.20645,133.59676,46.45818,0.3356729,12,0
1,100.68426,84.65089,13.84132,0,13,0
1,99.19301,83.33814,14.08018,0.9911521,14,0
1,98.3719,86.24942,15.68656,1.69485,15,0
1,108.45629,70.45066,1.2805,0,16,0
1,105.5604,72.07027,0.30753,1.855103,17,0
1,104.9865,73.18405,359.21831,0.884514,18,0
1,102.76953,71.95781,357.4526,1.723432,19,0
1,102.28425,72.74384,357.81966,0.4690602,20,0
1,102.94051,71.41972,358.24686,0.7967038,21,0
1,102.0194,73.04121,357.90984,0.9721946,22,0
1,98.00146,73.17035,357.26587,2.125972,23,0
1,94.00618,74.952,356.099,2.400874,24,0
1,92.13105,75.05797,355.7083,1.007356,25,0
1,97.36382,72.27604,357.19496,3.228763,26,0
1,94.06876,74.51876,355.08753,2.464439,27,0
1,93.34904,74.5744,355.20575,0.3499076,28,0
1,92.48189,74.19277,354.82573,0.5521309,29,0
1,88.74795,74.36742,353.62001,2.113395,30,0
1,82.53567,157.04422,35.088,0,31,0
1,84.45491,155.14979,31.90342,0,32,0
1,83.62973,153.58736,30.38795,0.8893183,33,0
1,81.44215,152.93355,29.35542,0.7491004,34,0
1,100.83677,150.10967,43.94454,0,35,0
1,101.30606,149.16921,42.92291,0.8625259,36,0
1,105.99284,152.835,48.22695,2.237392,37,0
1,111.13835,150.94682,50.66729,1.860137,38,0
1,108.20739,152.22167,50.59777,1.570178,39,0
1,108.40097,152.93277,50.44398,0.3935883,40,0
1,101.26878,44.4844,4.84026,0,41,0
1,99.02356,44.08323,2.97728,1.914504,42,0
1,98.38554,43.5233,3.27352,0.3658972,43,0
1,98.52667,42.46996,2.37578,0.6614407,44,0
1,99.25994,43.58561,2.14751,0.6304205,45,0
1,98.58405,43.24188,2.03686,0.4170938,46,0
1,103.16633,43.0553,1.74966,2.190557,47,0
1,105.21197,40.22145,1.6662,1.729614,48,0
1,106.90501,43.28591,2.28974,1.885511,49,0
1,114.78497,42.20851,2.0262,0,50,0
1,67.73194,147.30627,358.16245,0,51,0
1,69.02603,146.27615,359.58826,0.6482753,52,0
1,70.09741,145.95309,0.56611,0.3424084,53,0
1,72.59877,145.62415,0.97967,1.098303,54,0
1,71.75634,146.58326,1.40138,0.7741436,55,0
1,71.98051,146.56657,1.20706,0.2006245,56,0
1,71.91489,145.99898,1.06765,0.2875234,57,0
1,72.42618,146.43409,1.02784,0.3486265,58,0
1,75.41059,146.5048,1.62891,1.253227,59,0
1,75.37438,145.81683,2.52656,0.5775771,60,0
1,76.04213,146.21498,2.36139,0.4512734,61,0
1,76.26487,145.69937,1.87076,0.4293284,62,0
1,76.71545,145.26816,1.80593,0.3321563,63,0
1,75.47185,144.61249,1.73042,0.6760879,64,0
1,76.62102,144.83995,2.19101,0.42433,65,0
1,75.85089,144.25625,2.46525,0.5816098,66,0
1,76.8135,145.21733,2.87568,0.585988,67,0
1,78.14907,144.1499,5.09204,0.8666539,68,0
1,77.49929,144.94693,3.81609,0.5776474,69,0
1,77.91744,145.27982,4.79799,0.3795367,70,0
1,73.68149,146.46404,0.69049,1.360836,71,0
1,89.24482,104.87528,8.8289,0,72,0
1,90.31515,106.07372,11.58156,1.465118,73,0
1,88.74278,105.70601,12.16129,0.927732,74,0
1,86.65127,103.34264,12.52336,1.617888,75,0
1,83.55636,101.13419,10.72693,1.957246,76,0
1,88.98819,107.84345,12.99578,4.285242,77,0
1,89.47213,108.22062,15.21101,1.074704,78,0
1,92.13712,108.42319,16.67707,1.307266,79,0
1,89.70622,106.87478,16.45635,1.416848,80,0
1,91.07922,108.00051,17.48842,0.9176255,81,0
1,87.46116,105.09759,17.29112,2.29928,82,0
1,85.70533,105.57182,18.84553,1.338598,83,0
1,29.92908,59.49364,29.97248,0,84,0
1,85.69521,38.24437,46.32665,0,85,0
1,89.96544,40.45342,45.45052,2.126807,86,0
1,87.99666,40.51237,49.61543,1.479172,87,0
1,91.58467,38.89308,47.74586,1.472022,88,0
1,94.08723,39.23094,46.3217,0.8471013,89,0
1,96.90545,39.39189,44.23405,0.8974904,90,0
1,97.94256,40.39931,40.41005,1.629987,91,0
1,97.07415,39.10269,40.88754,0.7116335,92,0
1,99.43942,37.804,41.07141,1.413845,93,0
1,99.76463,37.27171,43.03884,1.148322,94,0
1,101.09126,40.20266,41.66717,1.532313,95,0
1,100.55318,37.69692,41.27961,1.326914,96,0
1,104.88014,35.94387,40.07282,1.929365,97,0
1,49.55193,157.45929,15.03598,0,98,0
1,42.63302,158.69294,9.64698,1.520387,99,0
1,45.03585,159.79375,10.8197,0.8789785,100,0
