Phase,Phi1,Phi,Phi2,KAM,Y,X
1,78.82122,123.48653,11.76984,0,0,0
1,76.90327,128.81242,45.13901,0,1,0
1,80.92188,129.66067,46.68603,1.687931,2,0
1,83.35799,130.40702,46.70033,1.269539,3,0
1,85.4067,131.90427,47.13071,1.168697,4,0
1,84.97172,131.75157,46.50566,0.2452403,5,0
1,86.59814,133.01136,47.29618,0.8836983,6,0
1,85.15663,132.11342,45.46489,0.8164731,7,0
1,85.76896,131.92687,46.38673,0.3549051,8,0
1,84.99278,132.12202,45.65408,0.3224595,9,0
1,85.03414,130.72859,45.1857,0.7396539,10,0
1,85.13262,132.00299,46.20245,0.7961148,11,0
1,85.33861,131.28193,45.58094,0.5288609,12,0
1,98.06194,85.41301,16.17537,0,13,0
1,96.51567,84.50552,17.42914,1.054226,14,0
1,96.72086,86.87267,17.91315,1.213944,15,0
1,107.58689,69.75169,1.3582,0,16,0
1,105.24128,70.70687,0.65748,1.415715,17,0
1,104.49902,71.68471,359.75523,0.8295928,18,0
1,103.03735,70.34893,358.70704,1.226383,19,0
1,102.4394,71.16293,358.89536,0.4953206,20,0
1,102.68125,70.41601,358.86516,0.3913119,21,0
1,101.58654,71.88277,358.66223,0.9400099,22,0
1,98.86142,72.38925,358.27278,1.456496,23,0
1,96.29498,73.3625,357.5336,1.516332,24,0
1,95.7045,73.13206,357.17286,0.40457,25,0
1,99.30982,71.28742,357.89123,2.150493,26,0
1,96.83043,73.16616,356.60813,1.821045,27,0
1,96.2236,73.04683,356.83192,0.297337,28,0
1,94.70924,73.67149,356.30368,0.9247498,29,0
1,92.39186,74.02058,355.74727,1.276627,30,0
1,83.93257,158.44076,37.56975,0,31,0
1,84.03724,157.38148,34.50654,1.666599,32,0
1,85.14154,156.21088,34.38149,0.8454614,33,0
1,83.17068,155.48987,33.16309,0.6136479,34,0
1,103.26946,150.20992,46.89257,0,35,0
1,104.54627,150.62555,47.33158,0.5051671,36,0
1,109.43427,152.69449,52.45334,1.606617,37,0
1,111.95419,150.73589,52.88923,1.45266,38,0
1,110.59163,152.29003,53.29529,1.162897,39,0
1,111.52419,152.93923,53.99235,0.3945237,40,0
1,97.32834,44.83763,5.35121,0,41,0
1,97.34621,44.72636,4.0679,0.6377762,42,0
1,96.62486,44.3472,4.65194,0.3180405,43,0
1,96.75448,43.7801,4.53238,0.2874119,44,0
1,96.7899,44.68126,4.1171,0.4910993,45,0
1,96.68609,44.56522,4.4207,0.1337453,46,0
1,98.44318,44.44235,4.27456,0.8302909,47,0
1,100.76213,44.11736,4.33087,1.190936,48,0
1,102.75455,44.65621,4.38497,1.050837,49,0
1,104.88808,44.62217,4.21652,1.008717,50,0
1,76.79658,145.76349,1.57247,0,51,0
1,76.14643,145.25976,1.77594,0.4837086,52,0
1,75.59854,145.34681,2.46392,0.5917976,53,0
1,76.28095,145.13751,2.22617,0.4562362,54,0
1,76.74237,145.68514,3.13676,0.4031611,55,0
1,76.84686,145.69484,2.69166,0.2673745,56,0
