Phase,Phi1,Phi,Phi2,KAM,Y,X
1,83.45157,123.7614,12.24727,0,0,0
1,76.318,127.5426,44.31262,0,1,0
1,77.12852,127.77178,44.88834,0.3430555,2,0
1,78.05822,127.59383,44.87911,0.4760789,3,0
1,78.47188,128.10589,44.94121,0.3184573,4,0
1,78.0368,127.77141,44.23733,0.3240564,5,0
1,78.88891,128.60796,44.85822,0.5378599,6,0
1,77.98789,127.97887,43.3252,0.6792908,7,0
1,78.739,127.919,44.28429,0.3878102,8,0
1,77.88157,128.01177,43.52726,0.3599478,9,0
1,77.91494,126.88069,43.25927,0.5837625,10,0
1,78.94685,128.62269,44.57903,1.021429,11,0
1,77.9383,128.02942,44.07465,0.4981492,12,0
1,94.56235,86.80032,17.56734,0,13,0
1,93.8709,87.16237,18.21179,0.494355,14,0
1,93.33674,88.0154,18.69431,0.5532014,15,0
1,105.37048,69.74974,1.17393,0,16,0
1,104.26011,69.86984,0.77885,0.6531196,17,0
1,104.3055,70.34706,0.59249,0.2543478,18,0
1,103.76062,69.66229,0.22436,0.509532,19,0
1,103.84679,69.9244,0.2692,0.1421307,20,0
1,103.25954,69.84273,0.0547,0.3479167,21,0
1,103.51614,70.62863,0.23796,0.4326874,22,0
1,102.76692,70.73126,0.13412,0.3981583,23,0
1,101.82831,70.6927,359.84779,0.5343304,24,0
1,101.99291,70.58957,359.55507,0.1512098,25,0
1,103.0653,70.23237,359.671,0.5861679,26,0
1,102.2474,70.69935,359.13426,0.6059488,27,0
1,101.63034,70.58717,359.24527,0.3001073,28,0
1,101.16099,71.15194,359.04731,0.3997941,29,0
1,100.40734,71.30695,359.38428,0.3681474,30,0
1,85.12811,159.47022,38.92878,0,31,0
1,85.10945,159.4578,37.87383,0.5187855,32,0
1,85.56219,158.94926,38.01346,0.3020211,33,0
1,85.17674,158.28639,37.72102,0.3404264,34,0
1,110.68678,151.35125,54.7406,0,35,0
1,111.69212,151.59634,55.30209,0.3138994,36,0
1,113.5013,152.19297,57.17,0.5376385,37,0
1,114.02248,151.55705,56.758,0.5532859,38,0
1,113.06418,151.76267,56.1128,0.268568,39,0
1,113.37351,151.93825,55.88863,0.2734266,40,0
1,93.13655,46.03936,7.27249,0,41,0
1,92.9981,46.10929,6.38326,0.496387,42,0
1,92.36086,46.04331,7.14757,0.2823398,43,0
1,92.15388,45.91185,7.20872,0.1075563,44,0
1,92.34406,46.22292,6.65275,0.2717135,45,0
1,91.63871,46.15058,7.00885,0.2654142,46,0
1,91.92769,46.04066,6.91721,0.1296728,47,0
1,92.65305,45.99183,6.90174,0.3581879,48,0
1,93.23992,46.15763,6.85588,0.2901152,49,0
1,93.75766,46.12382,6.62714,0.1983692,50,0
1,85.65843,144.25054,4.83793,0,51,0
1,85.05541,143.90576,5.09381,0.4466242,52,0
1,84.63091,143.81723,5.18126,0.2528054,53,0
1,83.74477,143.84237,4.52587,0.2635084,54,0
1,84.09585,144.41331,5.28237,0.3844065,55,0
1,84.15357,144.40664,5.07499,0.1283078,56,0
1,83.14486,144.31911,4.199,0.298426,57,0
1,83.90898,144.41511,4.53892,0.2675941,58,0
1,84.51737,144.76712,4.61375,0.326126,59,0
1,84.77796,144.13657,5.20609,0.3758934,60,0
1,84.54914,144.55926,5.10666,0.225798,61,0
1,85.26891,144.39169,5.20011,0.3336911,62,0
1,85.5066,144.27471,5.47031,0.09853514,63,0
1,85.26707,143.78827,5.19755,0.2562387,64,0
1,85.42931,143.78191,5.33379,0.04810982,65,0
1,84.55797,143.68263,4.41155,0.2845221,66,0
1,85.59134,143.86224,5.48425,0.3399966,67,0
1,85.67718,143.55731,5.78015,0.1916772,68,0
1,85.14346,143.72599,5.42844,0.1834782,69,0
1,85.75982,144.19598,5.90337,0.2970495,70,0
1,83.94874,144.233,4.60076,0.5363358,71,0
1,89.27124,101.79949,8.69639,0,72,0
1,89.76901,101.53284,9.67174,0.5181295,73,0
1,89.69062,101.7834,10.06817,0.2442556,74,0
1,89.49975,100.88033,10.05367,0.4612749,75,0
1,88.66646,100.3368,9.46919,0.5366739,76,0
1,88.4565,101.21987,9.98623,0.531938,77,0
1,89.36264,101.72775,11.11446,0.6973484,78,0
1,90.03107,101.80785,11.55574,0.3631869,79,0
1,89.4764,101.60144,11.2586,0.3048287,80,0
1,90.11546,101.94692,10.96778,0.4147828,81,0
1,89.24812,100.74377,11.04827,0.7472925,82,0
1,89.31473,100.66962,11.5245,0.2371409,83,0
1,17.54531,44.20561,40.76308,0,84,0
1,103.00574,38.77697,40.17529,0,85,0
1,103.17231,39.34552,38.80417,0.6848836,86,0
1,104.29273,39.31279,40.09856,1.137483,87,0
1,105.03468,39.24067,39.29432,0.2639473,88,0
1,106.0726,39.38924,39.24584,0.5059213,89,0
1,105.35795,39.73774,38.60172,0.662721,90,0
1,106.88729,39.39864,36.6007,0.6594987,91,0
1,106.84957,38.47926,37.96078,0.8088047,92,0
1,106.41999,38.90695,37.98546,0.2964472,93,0
1,107.09829,38.77604,37.67471,0.2477119,94,0
1,107.11047,39.37328,37.64337,0.2988459,95,0
1,107.53909,38.78459,37.71729,0.3824015,96,0
1,107.5111,38.84155,37.67358,0.04428625,97,0
1,38.55217,159.33677,8.16283,0,98,0
1,36.26085,159.45328,6.52785,0.480524,99,0
1,36.59184,159.50178,6.70153,0.09273145,100,0
1,37.30301,159.84522,7.32266,0.2127531,101,0
1,37.37647,159.5172,7.40473,0.1646336,102,0
1,36.32193,159.71695,6.05945,0.2748076,103,0
1,36.09893,159.92285,5.97209,0.1256837,104,0
1,36.71143,159.7813,6.62623,0.1330493,105,0
1,36.51526,159.68554,6.48154,0.06191083,106,0
1,103.90943,92.17604,40.65557,0,107,0
1,103.1492,91.88504,40.09373,0.4868309,108,0
1,103.56702,91.7345,40.14754,0.2228842,109,0
1,103.06478,91.95007,39.41944,0.4487018,110,0
1,102.73393,91.69477,40.06767,0.390026,111,0
1,103.11834,91.93331,40.30984,0.2536837,112,0
1,103.19565,91.8741,40.20919,0.07094198,113,0
1,103.01954,92.18551,40.11502,0.1841761,114,0
1,102.88013,92.01245,40.34299,0.1609991,115,0
1,102.82011,91.9886,40.13773,0.1065875,116,0
1,102.57037,91.94086,40.31278,0.1567519,117,0
1,102.5806,92.26595,40.37242,0.1653065,118,0
1,102.13225,92.38121,40.28558,0.2338185,119,0
1,102.2557,92.4941,40.63794,0.1926398,120,0
1,102.68206,92.65332,40.45809,0.2481758,121,0
1,84.83398,123.58904,12.50102,0.6356366,0,1
1,84.22823,123.42863,11.75419,0.6155366,1,1
1,77.19027,127.43829,43.60359,0.9295123,2,1
1,77.55788,128.09804,44.03927,0.6981313,3,1
1,78.14464,128.08706,44.5745,0.3531811,4,1
1,78.0043,127.85185,45.0079,0.4867632,5,1
1,78.12461,129.1805,44.25321,0.9538893,6,1
1,78.32148,128.36595,44.42991,0.5887195,7,1
1,77.71929,127.9661,44.11037,0.6299893,8,1
1,78.36113,128.2189,44.4452,0.4755254,9,1
1,76.68893,127.0494,43.46916,1.161514,10,1
1,77.62641,128.04916,44.39229,1.101456,11,1
1,77.95593,128.50596,43.84459,0.5608362,12,1
1,77.39408,127.71479,44.69156,0.8629095,13,1
1,105.53672,69.22347,0.01199,0,14,1
1,104.65849,69.59236,0.51421,0.4607951,15,1
1,104.44896,70.02971,0.56149,0.5934914,16,1
1,103.38441,70.29792,359.96524,1.392455,17,1
1,103.99147,69.98392,0.15058,0.5632845,18,1
1,103.51281,69.7442,0.14544,0.5076842,19,1
1,103.04812,69.9313,0.19583,0.5213031,20,1
1,103.02126,70.32298,0.29796,0.466463,21,1
1,102.61536,70.27788,359.87069,0.6667192,22,1
1,102.15721,70.50155,0.04234,0.6533918,23,1
1,102.3732,70.3083,359.63904,0.4794973,24,1
1,102.25111,70.20473,359.84821,0.3667321,25,1
1,101.93331,70.38288,359.39641,0.549485,26,1
1,101.42661,70.89063,359.24562,0.8801826,27,1
1,101.17299,70.83575,359.54037,0.4669484,28,1
1,101.89108,70.4398,359.9999,0.8724678,29,1
1,85.01092,159.49462,38.5103,0,30,1
1,85.98055,159.05772,38.14086,1.019163,31,1
1,85.25064,158.96262,37.70785,0.5956153,32,1
1,84.99993,158.73763,37.01001,0.5335183,33,1
1,111.13901,151.49437,55.48234,0,34,1
1,111.32364,151.39563,55.40751,0.1993871,35,1
1,110.68797,151.18086,54.72644,0.317392,36,1
1,113.46012,151.69664,56.76097,0.7373603,37,1
1,113.78522,151.7007,57.07827,0.3328008,38,1
1,113.20182,152.02309,56.26703,0.3592698,39,1
1,115.46109,151.88604,57.51541,0.9135705,40,1
1,93.05725,46.18212,7.14635,0.1187954,41,1
1,93.12315,45.94235,6.97233,0.3256274,42,1
1,92.32428,45.91414,7.19197,0.3556843,43,1
1,92.60243,46.23604,6.81892,0.2974713,44,1
1,92.20842,46.10547,6.74649,0.2717121,45,1
1,92.25034,46.13986,6.51224,0.222259,46,1
1,92.02693,46.48944,7.1505,0.4413458,47,1
1,92.13928,46.07875,6.94918,0.2910815,48,1
1,92.4731,46.34338,7.07059,0.3859145,49,1
1,92.83934,46.53765,7.496,0.5427398,50,1
1,85.47791,144.96272,5.14641,0.4259533,51,1
1,84.51847,144.08118,4.71485,0.6303645,52,1
1,84.37968,144.05733,4.92474,0.2972272,53,1
1,83.95648,144.8131,4.83599,0.7282194,54,1
1,83.44364,144.20235,4.40397,0.4140894,55,1
1,84.38836,144.34578,4.908,0.4136404,56,1
1,84.21642,144.2768,4.54912,0.4144233,57,1
1,84.0934,144.46626,4.46165,0.306113,58,1
1,84.66023,144.27783,5.17333,0.3951112,59,1
1,84.91512,144.41672,5.02311,0.3133177,60,1
1,84.48243,144.48974,4.52934,0.3535857,61,1
1,84.6296,144.20151,5.13462,0.3878509,62,1
1,85.19355,144.25049,5.0483,0.2651778,63,1
1,85.20173,144.1518,5.07334,0.1840481,64,1
1,85.09217,143.82451,5.19913,0.2055093,65,1
1,84.80576,143.87852,4.69938,0.2460183,66,1
1,85.42384,143.81612,5.10544,0.2943649,67,1
1,85.51118,143.93535,5.62608,0.2709367,68,1
1,85.57832,143.64667,5.64676,0.1782703,69,1
1,84.85856,143.81809,5.55546,0.4575028,70,1
1,88.77983,100.64992,8.68131,0,71,1
1,89.46934,100.97597,9.20704,0.6061318,72,1
1,89.85105,100.79226,9.26938,0.6290976,73,1
1,89.44477,101.19598,9.22763,0.5456483,74,1
1,89.25192,100.98782,9.46309,0.5098324,75,1
1,89.00385,100.68136,9.71009,0.3957855,76,1
1,88.13035,100.87632,9.34875,0.5996971,77,1
1,88.73486,101.30732,10.26282,0.6216934,78,1
1,88.59619,100.83993,10.56877,0.9164671,79,1
1,89.23161,100.97602,11.21608,0.6637919,80,1
1,89.90483,101.75985,11.20336,0.474843,81,1
1,89.67635,101.92481,11.04216,0.5044959,82,1
1,89.30671,100.00987,10.59538,0.998326,83,1
1,89.3844,100.41871,9.50835,1.074086,84,1
1,102.61374,39.77783,40.47534,0.5155836,85,1
1,105.22,39.35864,38.60053,1.282706,86,1
1,104.82294,39.46934,39.37882,0.7898314,87,1
1,106.6903,39.69837,37.86686,0.997485,88,1
1,106.34908,40.01934,38.33624,0.6354317,89,1
1,104.98505,38.75356,38.18497,1.326609,90,1
1,106.58497,38.91479,37.42867,0.7678469,91,1
1,106.47319,38.58272,38.38761,0.7302432,92,1
1,106.42598,39.23366,37.74984,0.57587,93,1
1,107.66164,39.01866,36.89715,0.5401877,94,1
1,107.41847,38.897,37.45718,0.2932357,95,1
1,107.3935,38.85315,37.20233,0.3774298,96,1
1,108.2582,39.61715,36.60606,0.7680579,97,1
1,38.02164,160.20271,7.71403,0.443256,98,1
1,38.22862,159.43229,7.65083,0.517454,99,1
1,37.73936,159.36707,7.9485,0.4411911,100,1
