Phase,Phi1,Phi,Phi2,KAM,Y,X
1,81.04419,123.62857,12.0749,0,0,0
1,77.13259,128.31927,45.06659,0,1,0
1,79.62547,128.99435,46.22885,1.048939,2,0
1,81.72755,129.40253,46.20512,1.078067,3,0
1,83.37719,130.61943,46.44183,0.9690201,4,0
1,83.02269,130.47489,45.8354,0.2422886,5,0
1,84.1395,131.55914,46.48068,0.6879817,6,0
1,82.92776,130.8023,44.79752,0.7396232,7,0
1,83.73198,130.69179,45.7492,0.3760099,8,0
1,82.79879,130.8501,45.01037,0.3678548,9,0
1,82.6353,129.426,44.52428,0.7396989,10,0
1,83.13816,130.92182,45.68393,0.8778728,11,0
1,83.08879,130.20802,45.08065,0.4574786,12,0
1,97.05678,85.60791,16.68592,0,13,0
1,95.51201,85.25493,17.94802,0.9737959,14,0
1,95.77343,87.25467,18.48677,1.045936,15,0
1,106.80606,69.75887,1.2892,0,16,0
1,104.73964,70.40887,0.67358,1.218418,17,0
1,104.21561,71.15384,359.91847,0.6442629,18,0
1,103.17495,69.95109,359.20859,0.9387946,19,0
1,102.69086,70.66191,359.34766,0.4223695,20,0
1,102.53615,70.13839,359.18663,0.2918273,21,0
1,101.91076,71.49208,359.1574,0.7477332,22,0
1,99.71885,72.03886,358.81665,1.192367,23,0
1,97.67217,72.55312,358.21058,1.180574,24,0
1,97.27075,72.3082,357.81693,0.3433292,25,0
1,100.30561,70.90343,358.24431,1.745317,26,0
1,98.36474,72.36713,357.34848,1.397075,27,0
1,97.6293,72.28774,357.50947,0.3539767,28,0
1,96.20102,73.13906,357.00583,0.9281455,29,0
1,94.58582,73.47378,356.79284,0.8607933,30,0
1,84.45468,158.81476,38.31557,0,31,0
1,84.19657,158.14693,35.58088,1.292067,32,0
1,85.2879,157.14005,35.62523,0.7275351,33,0
1,84.07258,156.45037,34.86274,0.455691,34,0
1,105.01471,150.46784,48.83406,0,35,0
1,106.43244,151.04724,49.58672,0.5123387,36,0
1,110.75549,152.65734,54.14398,1.351045,37,0
1,112.76182,150.95138,54.12979,1.321522,38,0
1,111.27057,152.16461,53.99686,0.9171543,39,0
1,112.21033,152.79105,54.62829,0.3942645,40,0
1,96.2526,45.16533,5.8795,0,41,0
1,96.17882,45.14116,4.78029,0.5763432,42,0
1,95.58988,44.90448,5.47105,0.2760952,43,0
1,95.69141,44.60475,5.42053,0.1544445,44,0
1,95.58388,45.18562,4.97302,0.3928764,45,0
1,95.4258,45.08918,5.29415,0.128252,46,0
1,96.29048,44.98432,5.19529,0.4023804,47,0
1,98.1612,44.90084,5.20183,0.9386061,48,0
1,99.17482,45.17118,5.2578,0.5440147,49,0
1,100.74534,45.16179,5.06613,0.7209174,50,0
1,80.38335,145.19071,2.70778,0,51,0
1,79.3675,144.80243,2.90968,0.6243937,52,0
1,78.75613,144.84849,3.38806,0.5203082,53,0
1,78.4108,144.79927,2.82189,0.1750721,54,0
1,79.01667,145.27588,3.84023,0.3936907,55,0
1,78.97617,145.31742,3.36035,0.2245532,56,0
1,78.2723,144.9804,2.76398,0.2625405,57,0
1,78.36612,145.48035,2.57459,0.2845253,58,0
1,80.20565,145.5249,3.13852,0.7060382,59,0
1,80.28037,145.04575,3.64489,0.3276333,60,0
1,80.3125,145.39775,3.67038,0.1762393,61,0
1,81.08858,145.11084,3.5112,0.4777478,62,0
1,81.46632,144.91289,3.8299,0.1467857,63,0
1,81.26715,144.18674,3.66427,0.3676413,64,0
1,81.6594,144.26199,4.05284,0.125693,65,0
1,80.72624,143.87799,3.33422,0.3349078,66,0
1,81.77735,144.37584,4.31242,0.4010004,67,0
1,82.30003,143.8065,5.21618,0.4027714,68,0
1,81.75459,144.28492,4.53065,0.3126431,69,0
1,82.5818,144.67461,5.32393,0.3151251,70,0
1,78.97569,145.33812,2.58851,1.091307,71,0
1,88.75813,103.25835,8.55237,0,72,0
1,90.09613,103.65159,10.44908,1.044177,73,0
1,89.51178,103.46869,10.92823,0.4288927,74,0
1,88.73956,101.92154,11.08018,0.8753037,75,0
1,86.57484,100.20903,9.85748,1.422768,76,0
1,88.13341,103.42905,11.0881,1.838828,77,0
1,89.3973,104.24791,12.81023,1.023751,78,0
1,91.20069,105.04944,13.91218,1.012875,79,0
1,90.0432,104.26078,13.63712,0.6848896,80,0
1,91.2566,104.87851,14.02734,0.6648244,81,0
1,89.03245,102.47496,13.66127,1.618033,82,0
1,87.34682,101.80164,14.5345,1.081222,83,0
1,24.64648,50.75713,36.13881,0,84,0
1,92.77009,38.06522,44.97691,0,85,0
1,96.11692,39.24155,42.74448,1.214268,86,0
1,97.08325,39.5036,44.77335,1.427399,87,0
1,99.77297,39.01269,42.73217,0.8859241,88,0
1,101.45964,39.33758,42.29814,0.7077698,89,0
1,102.12171,39.74556,40.71049,0.6132279,90,0
1,102.47067,39.56698,38.42937,1.016302,91,0
1,102.82831,38.15205,39.35597,0.9360244,92,0
1,103.53662,38.54342,39.3542,0.4040133,93,0
1,104.56909,38.13856,39.1881,0.4971109,94,0
1,104.41605,39.54714,39.39006,0.7071325,95,0
1,105.33112,37.81683,39.02033,0.9273206,96,0
1,106.58045,37.73698,38.50738,0.4520149,97,0
1,42.47447,158.67907,10.68612,0,98,0
1,38.36032,159.02697,7.96113,0.9434264,99,0
1,38.55412,159.13852,7.55201,0.3022838,100,0
1,40.41493,159.63768,9.26163,0.4120746,101,0
1,38.93082,159.65298,7.99648,0.2658253,102,0
1,37.10256,160.18992,5.35748,0.6188501,103,0
1,36.19195,160.33205,5.30647,0.4371954,104,0
1,37.47368,160.44393,7.39074,0.4915611,105,0
1,38.33296,159.80372,7.67926,0.4373665,106,0
1,103.2017,91.82716,40.45501,0,107,0
1,101.39666,91.0822,39.71835,1.0354,108,0
1,101.90047,90.93148,39.73306,0.2629133,109,0
1,101.10555,90.9491,38.91709,0.5649545,110,0
1,101.08097,90.89943,39.66015,0.3727577,111,0
1,101.40476,91.10971,39.86748,0.2177685,112,0
1,101.80838,91.03752,39.71912,0.2193014,113,0
1,100.92919,91.39875,39.79451,0.4774823,114,0
1,101.09849,91.52781,40.10769,0.1875435,115,0
1,100.46709,91.41882,39.95735,0.3272074,116,0
1,100.62356,91.72444,40.25157,0.2246795,117,0
1,99.86959,92.27372,40.46661,0.4815897,118,0
1,98.59548,92.80862,40.69777,0.7051615,119,0
1,99.03987,92.7571,40.86873,0.2355782,120,0
1,99.43458,92.49792,40.49044,0.308122,121,0
1,82.8447,123.58904,11.77049,0.992828,0,1
1,81.80106,123.95473,11.2511,0.7918957,1,1
1,80.50758,129.6251,44.83438,1.974255,2,1
1,80.83452,129.96247,45.30187,0.901161,3,1
1,82.22356,130.48752,45.98585,0.8513895,4,1
1,82.48877,130.1341,46.68444,0.7851436,5,1
1,83.13325,132.04103,45.80323,1.206133,6,1
