Phase,Phi1,Phi,Phi2,KAM,Y,X
1,83.8422,123.71322,12.30529,0,0,0
1,76.13442,127.42991,44.11319,0,1,0
1,76.65174,127.57079,44.60614,0.2345095,2,0
1,77.39286,127.31255,44.63353,0.3847101,3,0
1,77.71168,127.77683,44.67192,0.2755694,4,0
1,77.2143,127.42138,43.98133,0.3284439,5,0
1,77.87926,128.13833,44.57085,0.4537109,6,0
1,77.05557,127.51961,43.05353,0.6764748,7,0
1,77.80502,127.47024,44.03095,0.3961328,8,0
1,77.14065,127.62472,43.31683,0.31502,9,0
1,77.21016,126.4983,43.07423,0.5815575,10,0
1,78.11477,128.19493,44.36601,0.9934216,11,0
1,77.26271,127.73799,43.95911,0.4104192,12,0
1,94.00379,87.17727,17.79178,0,13,0
1,93.57514,87.48732,18.24344,0.3412637,14,0
1,92.94241,88.09112,18.69197,0.4858472,15,0
1,105.12374,69.66122,1.18923,0,16,0
1,104.29637,69.75278,0.83368,0.5058122,17,0
1,104.44998,70.23096,0.71912,0.2516622,18,0
1,104.0011,69.59568,0.395,0.4500173,19,0
1,104.14503,69.77858,0.40444,0.1174723,20,0
1,103.58343,69.76145,0.21145,0.3270652,21,0
1,103.95691,70.42407,0.38013,0.4030857,22,0
1,103.44801,70.49111,0.36956,0.2584441,23,0
1,102.68753,70.38716,0.13807,0.4360662,24,0
1,102.86085,70.35735,359.85055,0.1415183,25,0
1,103.58528,70.15734,0.00499,0.4075048,26,0
1,103.13048,70.41361,359.48794,0.4178864,27,0
1,102.64348,70.24376,359.64801,0.244519,28,0
1,102.38982,70.7628,359.46836,0.3148203,29,0
1,101.59113,70.88582,359.83128,0.3854606,30,0
1,85.09096,159.5554,38.77968,0,31,0
1,85.35804,159.64522,38.26524,0.38782,32,0
1,85.65695,159.23713,38.43899,0.2172651,33,0
1,85.25805,158.59989,38.14033,0.3286605,34,0
1,111.94416,151.4671,55.97299,0,35,0
1,112.88815,151.62378,56.48266,0.2869771,36,0
1,113.9866,152.04569,57.67954,0.3532045,37,0
1,114.26259,151.69326,57.36664,0.3356316,38,0
1,113.51384,151.76435,56.75659,0.1825266,39,0
1,113.57418,151.76618,56.25832,0.2760894,40,0
1,92.44928,46.19409,7.51265,0,41,0
1,92.33818,46.27865,6.65338,0.4716726,42,0
1,91.65215,46.22612,7.43229,0.2920179,43,0
1,91.4833,46.11086,7.50135,0.08719661,44,0
1,91.73315,46.3963,6.92665,0.2624911,45,0
1,91.06999,46.32469,7.2799,0.2481707,46,0
1,91.27154,46.21482,7.19163,0.09472044,47,0
1,91.79676,46.16598,7.17158,0.256936,48,0
1,92.32414,46.31808,7.10782,0.2543731,49,0
1,92.61154,46.28384,6.88033,0.1062804,50,0
1,86.21438,144.13029,5.17268,0,51,0
1,85.80033,143.80172,5.43453,0.3616999,52,0
1,85.43892,143.67205,5.4079,0.182088,53,0
1,84.60502,143.6835,4.79047,0.24853,54,0
1,85.06078,144.25239,5.54978,0.3701941,55,0
1,85.06176,144.24536,5.39878,0.07597818,56,0
1,84.07958,144.19335,4.49601,0.2931331,57,0
1,84.8684,144.22634,4.89597,0.2605055,58,0
1,85.34739,144.61155,4.93928,0.2940904,59,0
1,85.61455,143.95458,5.51441,0.382186,60,0
1,85.39255,144.38068,5.41045,0.2259634,61,0
1,86.0102,144.23087,5.51601,0.27802,62,0
1,86.24431,144.14741,5.78074,0.0885073,63,0
1,85.97324,143.70561,5.48049,0.2383543,64,0
1,86.09507,143.69343,5.60254,0.038469,65,0
1,85.22006,143.64276,4.63565,0.2915237,66,0
1,86.24834,143.7912,5.68698,0.3323327,67,0
1,86.2533,143.51855,5.88705,0.1679204,68,0
1,85.70362,143.65175,5.56478,0.1861671,69,0
1,86.33061,144.11358,6.00491,0.2976085,70,0
1,84.87169,144.01632,4.98593,0.4384186,71,0
1,89.45034,101.4913,8.77174,0,72,0
1,89.70206,101.10805,9.55486,0.4319346,73,0
1,89.69904,101.45656,9.92935,0.256004,74,0
1,89.61172,100.6755,9.89378,0.392986,75,0
1,89.05551,100.40868,9.4232,0.3557482,76,0
1,88.69342,100.90034,9.81464,0.3802837,77,0
1,89.38714,101.25385,10.74334,0.5525219,78,0
1,89.84194,101.18018,11.08485,0.2590749,79,0
1,89.48971,101.13393,10.78089,0.2104574,80,0
1,89.84957,101.31272,10.36853,0.3119609,81,0
1,89.3253,100.43916,10.53503,0.5240769,82,0
1,89.70003,100.56376,10.95336,0.2616292,83,0
1,16.2328,43.12524,41.58185,0,84,0
1,104.86922,39.0887,39.17162,0,85,0
1,104.60808,39.27042,37.95791,0.7186243,86,0
1,105.59921,39.31922,39.20685,1.055998,87,0
1,106.00623,39.2631,38.65246,0.1781063,88,0
1,106.7938,39.33284,38.70468,0.4157862,89,0
1,106.0124,39.68039,38.26445,0.6033239,90,0
1,107.73879,39.47445,36.29087,0.6452662,91,0
1,107.50062,38.62581,37.74961,0.7689561,92,0
1,107.00542,39.03351,37.72807,0.3273107,93,0
1,107.50964,38.9589,37.45372,0.1732443,94,0
1,107.55765,39.4792,37.35231,0.2625614,95,0
1,107.78364,38.98503,37.53724,0.313931,96,0
1,107.64282,39.04554,37.56387,0.06776994,97,0
1,37.8154,159.41381,7.64852,0,98,0
1,35.87266,159.50411,6.18917,0.3880407,99,0
1,36.18215,159.55784,6.41379,0.06868268,100,0
1,36.79155,159.87541,6.9173,0.1937199,101,0
1,37.00887,159.50471,7.17271,0.1909003,102,0
1,36.10219,159.6521,6.03732,0.2255125,103,0
1,35.84478,159.86201,5.83438,0.1156346,104,0
1,36.42899,159.67774,6.41627,0.1377535,105,0
1,36.12904,159.68787,6.2481,0.07704654,106,0
1,103.9318,92.20285,40.67255,0,107,0
1,103.35233,92.00526,40.15868,0.3927522,108,0
1,103.77885,91.83766,40.20277,0.2295004,109,0
1,103.35157,92.11579,39.51227,0.423187,110,0
1,103.03168,91.80651,40.1233,0.3823322,111,0
1,103.40811,92.05924,40.37968,0.2572942,112,0
1,103.39193,91.9844,40.27906,0.06299557,113,0
1,103.30711,92.29044,40.15667,0.1696044,114,0
1,103.1752,92.06718,40.36328,0.1673404,115,0
1,103.17521,92.07439,40.16126,0.1010761,116,0
1,102.91483,91.98408,40.32333,0.1621796,117,0
1,102.98075,92.26557,40.35338,0.1452062,118,0
1,102.64688,92.30469,40.20642,0.1807491,119,0
1,102.78116,92.43772,40.58215,0.2078017,120,0
1,103.18308,92.63338,40.42543,0.2397679,121,0
